,article_id,prod_name,product_type_name,product_group_name,graphical_appearance_name,colour_group_name,garment_group_name,detail_desc,material,seasonality,occasion
615,578023001,LOGG Lima denim shirt,Shirt,Garment Upper body,Denim,Light Blue,Blouses,"Shirt in soft washed denim with a collar, contrasting-colour press-studs down the front and at the cuffs, flap chest pockets with a button and seams on the shoulders and back. Rounded hem.",denim,all year,casual
616,611151001,Madison petite,Trousers,Garment Lower body,Denim,Dark Blue,Trousers,"5-pocket jeans in stretch denim with a high waist, zip fly and button, and skinny legs.",denim,all year,casual
617,675918001,Nico Jacquard sweater,Sweater,Garment Upper body,Jacquard,Dark Blue,Knitwear,"Jumper in a soft, jacquard-knit cotton blend containing some wool with wide ribbing at the cuffs and hem.",cotton blend containing some wool,fall/winter,casual
618,880782001,Class Pence Necklace,Necklace,Accessories,Solid,Gold,Accessories,"Thin metal chain necklace with a rod-shaped pendant. Adjustable length, 42-49 cm.",metal,all year,casual
619,796010002,Crawford CK Sweater,Sweater,Garment Upper body,Application/3D,Black,Knitwear,"Jumper in a soft, fine knit decorated with plastic beads at the top of the front. Low dropped shoulders and long sleeves.",fine knit,all year,casual
620,612636003,Rosie felthat,Hat/brim,Accessories,Solid,Beige,Accessories,Hat in felted wool. Width of brim 9.5 cm.,wool,fall/winter,unknown
621,615182007,Lotta Blouse,Blouse,Garment Upper body,All over pattern,Light Pink,Blouses,"V-neck blouse in an airy, patterned weave with a smocked seam under the bust and long sleeves with smocking at the cuffs. Partly lined.",unknown,unknown,unknown
622,485591001,Cole cotton blouse,Blouse,Garment Upper body,Solid,White,Blouses,"Sleeveless blouse in a soft cotton weave with a stand-up collar with a pleated edge. Pin tucks and pearly buttons at the top and a narrow, adjustable tie belt at the waist.",cotton,all year,unknown
623,930058001,Alabama Backbow Sweater,Sweater,Garment Upper body,Solid,Grey,Knitwear,"Shorter jumper in a fine knit containing some wool with a round, ribbed neckline and long, wide sleeves with ribbing at the cuffs. Cut out section at the back with sewn-on ties at the back of the hem.",wool blend,fall/winter,casual
624,788006001,J Blossom lace,Dress,Garment Full body,Lace,Black,Dresses Ladies,"Short dress in lace made from recycled polyester with a scallop-trimmed V-neck. Concealed zip at the back, long sleeves, and a seam at the waist. Lined.",recycled polyester,unknown,unknown
625,677840002,Li fancy highwaist brief 2pk,Underwear bottom,Underwear,Solid,Light Pink,"Under-, Nightwear","Briefs in organic cotton jersey with lace details, a high waist, lined gusset and full coverage at the back. Gathers in the sides for best fit over the tummy.",organic cotton jersey,unknown,unknown
626,928125001,Fairfax PU,Trousers,Garment Lower body,Treatment,Black,Trousers,"Trousers in imitation leather. High waist with belt loops, a zip fly and press-studs and slim, ankle-length legs. Front pockets with a lining made from recycled polyester.",imitation leather,unknown,unknown
627,590360001,Dre decorated jkt,Jacket,Garment Upper body,Embroidery,Black,Unknown,"Imitation leather biker jacket decorated with metal studs and embroidered flowers. Diagonal zip, press-studs on the notch lapels, shoulder tabs and zips at the cuffs. Front pockets, zipped side pockets and one inner pocket with a concealed press-stud. Lined.",imitation leather,unknown,casual
628,814113001,Michael playful HT SB,Sneakers,Shoes,Application/3D,Other Red,Shoes,"Hi-tops in printed imitation leather with a padded top edge, a hook and loop tab and elasticated lacing at the front, and a loop at the back. Mesh linings and insoles and fluted soles.",imitation leather,unknown,casual
629,749268002,Jogger Cuffed,Trousers,Garment Lower body,Denim,Blue,Trousers Denim,"Pull-on jeans in stretch, supersoft denim in a loose fit with an elasticated drawstring waist. Fake fly, side pockets, a back pocket, and elasticated hems.",denim,all year,casual
630,698426001,Henry Shorts,Shorts,Garment Lower body,Solid,Other Pink,Trousers,"Shorts in a cotton weave with an adjustable, elasticated waist, fly with a press-stud, side pockets and fake welt back pockets.",cotton,all year,casual
631,760223001,MUFFY v-neck knot tee,T-shirt,Garment Upper body,Slub,Black,Jersey Fancy,Short-sleeved sports top in fast-drying jersey with a V-neck and a tie detail at the hem. Slightly longer at the back.,jersey,all year,casual
632,801803004,Henry Belt Shorts,Shorts,Garment Lower body,All over pattern,Light Beige,Trousers,"Shorts in an airy cotton weave with an adjustable, elasticated waist, pleats at the front and detachable, soft tie belt. Fake fly with a press-stud, side pockets and fake welt back pockets.",cotton,unknown,casual
633,808389002,Sanna HT SG,Sneakers,Shoes,Solid,Light Blue,Shoes,Hi-tops with a hook and loop tab at the top and elasticated lacing at the front. Mesh insoles and fluted soles.,mesh,all year,casual
634,572857003,EQ Boar tank,Vest top,Garment Upper body,All over pattern,Black,Unknown,Vest top in patterned cotton jersey.,cotton jersey,all year,unknown
635,839135001,Cruise dress set,Dress,Garment Full body,Solid,Black,Jersey Fancy,"Set with a sleeveless dress and a top in soft jersey. A-line dress with narrow shoulder straps. Top with short, overlocked sleeves.",soft jersey,all year,unknown
636,896685003,1 pk bamboo sock,Socks,Socks & Tights,Solid,Black,Socks and Tights,"Socks in a soft, jacquard-knit bamboo blend with wide elastication at the tops.",bamboo blend,all year,unknown
637,736087002,Flirty Charm hoop pk,Earring,Accessories,Solid,Silver,Accessories,Metal hoop earrings in various sizes with pendants in various designs. Diameter 2 cm and 1.5 cm.,silver,all year,unknown
638,560214003,Love Shack tanga,Swimwear bottom,Swimwear,Solid,Light Yellow,Swimwear,Fully lined bikini bottoms with a low waist and a frill at the sides.,unknown,summer,beach/pool
639,699755081,YATE hood,Hoodie,Garment Upper body,Front print,Dark Blue,Jersey Fancy,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.",sweatshirt fabric,unknown,casual
640,341242007,Dave waistcoat,Tailored Waistcoat,Garment Upper body,Solid,Dark Grey,Dressed,"Suit waistcoat in woven fabric with lining fabric at the back. Buttons at the front, a chest pocket, welt front pockets and an adjustable tab at the back. Lined.",woven fabric,all year,formal
641,671553002,Camille cardigan,Cardigan,Garment Upper body,Solid,Black,Knitwear,"Long-sleeved cardigan in a soft fine knit with a V-neck and buttons down the front. Ribbing around the neckline, cuffs and hem.",soft fine knit,all year,unknown
642,638870002,Anton Cable sweater,Sweater,Garment Upper body,Solid,Dark Blue,Knitwear,"Jumper in a soft cable knit with long sleeves and ribbing around the neckline, cuffs and hem.",cotton,fall/winter,casual
643,875469005,Rib tank Umami,Vest top,Garment Upper body,Solid,Yellow,Jersey Fancy,"Fitted vest top in stretch, ribbed cotton jersey.",cotton,all year,casual
644,689014014,Brooklyn cargo TP,Trousers,Garment Lower body,All over pattern,Greenish Khaki,Trousers,"Cargo trousers in stretch cotton twill with an elasticated drawstring waist and fake fly. Side pockets, flap leg pockets with a hook and loop fastening and fake back pockets. Tapered legs with shaping seams at the knees and ribbed hems.",cotton twill,unknown,casual
645,797988003,Furby Roll Neck,Sweater,Garment Upper body,Solid,Dark Green,Knitwear,Fitted jumper in a soft rib knit with a foldover polo neck and long sleeves.,rib knit,fall/winter,casual
646,579165001,Fries & Ties shirt TP,Shirt,Garment Upper body,Solid,White,Shirts,"Smart shirt in a woven cotton blend with a button-down collar, buttons down the front and buttoned cuffs. Matching tie or bow tie.",cotton blend,all year,formal
647,927553002,Nutmeg Top,Vest top,Garment Upper body,Solid,Black,Jersey Fancy,"Cropped, V-neck bralette top with draped cups, narrow, adjustable shoulder straps and smocking at the back. Lined.",unknown,unknown,unknown
648,935694001,ES SOLLA SS,T-shirt,Garment Upper body,Front print,Light Pink,Jersey Fancy,"T-shirt in soft, printed cotton jersey.",cotton,all year,casual
649,618028002,Jeff chambray,Shorts,Garment Lower body,Chambray,Light Blue,Shorts,"Knee-length shorts in soft washed cotton with an elasticated drawstring waist, fake fly, side pockets and welt back pockets.",cotton,unknown,casual
650,880731002,Sonoran Kaftan,Dress,Garment Full body,All over pattern,Dark Grey,Dresses Ladies,"Long kaftan in a crinkled weave with a slight sheen. V-neck and gathered seams under the bust and at the back to create a gentle draping effect. Short, wide sleeves that are open at the top, and a rounded hem. Lined.",crinkled weave with slight sheen,all year,casual
651,655869003,Flirty Stella necklace,Necklace,Accessories,Solid,Light Orange,Accessories,"Three-strand neckline of thin metal chains with two pendants. Adjustable length, 39-47 cm.",metal,all year,casual
652,658978001,Callie Slim Leg Slack RW,Trousers,Garment Lower body,Check,Dark Red,Trousers,"Ankle-length trousers in checked twill with a regular waist, zip fly and button, side pockets, fake welt back pockets and straight-cut legs that taper to the hem.",twill,fall/winter,casual
653,850882001,WIDELEG PULL ON ANKLE CORA 89,Trousers,Garment Lower body,Denim,Blue,Trousers Denim,"Wide, ankle-length jeans in washed, lightweight cotton denim with an elasticated waist and pockets in the side seams.",cotton denim,all year,casual
654,881125002,CRAIG hood DEAL,Hoodie,Garment Upper body,Front print,Dark Orange,Jersey Fancy,"Top in sweatshirt fabric with a print motif, jersey-lined hood with a wrapover front, long sleeves with ribbed cuffs and wide ribbing at the hem. Soft brushed inside.",sweatshirt fabric,unknown,casual
655,820455003,Venice canvas SG,Sneakers,Shoes,Solid,Off White,Shoes,Slip-on trainers in cotton canvas with an elastic gore at the front. Canvas linings and insoles and patterned soles.,cotton canvas,all year,casual
656,712406007,Sandy HW wide full,Trousers,Garment Lower body,Solid,Dark Blue,Trousers,"Trousers in woven fabric with a high waist, hook-and-eye fasteners and zip fly. Side pockets and straight, wide legs.",woven fabric,unknown,unknown
657,741814001,Bagira Soft Body,Underwear body,Underwear,Solid,Black,"Under-, Nightwear","Soft body in lace and mesh with soft, mesh-lined cups that give the bust a natural shape and light support. Deep V-neck front and back and a lined gusset.",lace and mesh,unknown,unknown
658,925170002,Amy SET,Garment Set,Garment Full body,All over pattern,Grey,Jersey Fancy,"Set with a top in sweatshirt fabric and pair of leggings in cotton jersey. Top with long sleeves and ribbing around the neckline, cuffs and hem. Leggings with covered elastication at the waist.",sweatshirt fabric and cotton jersey,unknown,casual
659,550362003,Premium Kurt,Skirt,Garment Lower body,Solid,Greenish Khaki,Unknown,Calf-length skirt in a silk blend with a high waist and concealed zip in one side.,silk blend,all year,unknown
660,669384001,RC Kvaser jacket,Jacket,Garment Upper body,Solid,White,Unknown,"Twill jacket with a collar, buttons down the front, flap chest pockets with a press-stud and side pockets. Adjustable tabs and buttons at the sides and buttoned cuffs.",twill,all year,casual
661,693499001,Margarita Push Body Harlow,Underwear body,Underwear,Solid,Black,"Under-, Nightwear","Push-up body in lace and mesh with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a lace bodice with a hook-and-eye fastening at the top, string back and lined gusset with press-studs.",lace and mesh,all year,unknown
662,800155001,LOGG Whitney dress,Dress,Garment Full body,Solid,Red,Knitwear,Calf-length dress in a soft rib knit containing some wool with long sleeves and a wrapover front with wide ties at one side.,wool,fall/winter,unknown
663,839167002,CAROLYN dress (new),Dress,Garment Full body,Glittering/Metallic,Dark Red,Jersey Basic,"Dress in sweatshirt fabric with a flounced trim at the top, long sleeves and ribbing around the neckline and cuffs. The cotton content of the dress is organic.",sweatshirt fabric with organic cotton content,unknown,unknown
664,469137017,Juan lace strap top,Top,Garment Upper body,Solid,Dark Blue,Jersey Fancy,"Top in softly draping, ribbed jersey with a sheen. Narrow shoulder straps, a V-neck at the front and a lace trim at the top.",ribbed jersey with a sheen,all year,unknown
665,676123001,Louis wide,Trousers,Garment Lower body,Solid,Black,Trousers,"Trousers in woven fabric with a high waist, zip fly, hook-and-eye fastener and tie belt. Side pockets and straight, wide legs with creases front and back.",woven fabric,all year,unknown
666,528059004,Burlington cardigan,Cardigan,Garment Upper body,Melange,Pink,Knitwear,Long-sleeved cardigan in a soft knit with a lightly brushed finish and no buttons.,knit,all year,casual
667,842792001,ED Toulouse skirt,Skirt,Garment Lower body,All over pattern,Light Orange,Trousers,Calf-length skirt in a patterned viscose crêpe weave with a high waist and concealed zip in one side. Unlined.,viscose crêpe,all year,unknown
668,547871003,Perrie Fancy,Trousers,Garment Lower body,Solid,Light Blue,Trousers,"5-pocket, ankle-length jeans in washed denim with a high waist and gently tapered legs with raw-edge hems.",denim,unknown,casual
669,894775001,Denia 2p Micro Bea Pad Bandeau,Bra,Underwear,Solid,Black,"Under-, Nightwear",Strapless bandeau bras in microfibre with jersey-lined cups and removable inserts that shape the bust and provide good support. Side support and a wide lace trim at the hem. No fasteners.,microfibre,unknown,unknown
